"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4064688";"";"None";"2168.69";"None";"None";"7";"CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4008432";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs in presence of 0.1% BSA by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL603247";"";"None";"371.42";"1";"5.12";"40c";"Fc1ccc(Oc2ccc(-c3cc4ccc(C5=NCCN5)cc4[nH]3)cc2)cc1";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"11.84";"0.21";"-0.72";"8.90";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL3634961";"";"None";"495.57";"0";"3.24";"3h";"Cc1cc(S(=O)(=O)N(Cc2ccc(CNC(=O)OC(C)(C)C)cc2)[C@H](C)C(=O)NO)ccc1F";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"9.73";"0.19";"1.58";"3.86";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3634971";"";"None";"447.41";"0";"0.37";"5f";"Cc1cc(S(=O)(=O)N(CCCN)[C@H](C)C(=O)NO)ccc1F.O=C(O)C(F)(F)F";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"16.29";"0.34";"5.06";"4.82";"0";"CHEMBL3637359";"Inhibition of Bacillus anthracis Lethal factor after 10 mins by mobility shift protease assay using 8 uM FITC as substrate";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL1933888";"";"None";"334.43";"1";"5.68";"14c";"N#C/C(=C\c1ccc(-c2cccs2)s1)c1nc2ccccc2o1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1936265";"Inhibition of Bacillus anthracis lethal factor using MCA-KKVYPYPME[dnp]Kamide peptide substrate after 30 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1933027";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL1933889";"";"None";"344.46";"1";"6.09";"14d";"N#C/C(=C\c1ccc(-c2cccs2)s1)c1ccc2ccccc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1936265";"Inhibition of Bacillus anthracis lethal factor using MCA-KKVYPYPME[dnp]Kamide peptide substrate after 30 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1933027";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL560164";"";"None";"438.96";"1";"5.93";"18";"Cc1csc(NS(=O)(=O)c2ccc(Cl)cc2F)c1-c1nc2ccccc2s1";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"10.76";"0.24";"-1.21";"7.99";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL564951";"";"None";"455.41";"1";"6.44";"26";"Cc1csc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1-c1nc2ccccc2s1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL734";"ACETOHYDROXAMIC ACID";"4.0";"75.07";"0";"-0.49";"1g";"CC(=O)NO";"IC50";"'='";"11400000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1664438";"Inhibition of recombinant anthrax lethal factor after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1649420";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL3098990";"";"None";"335.41";"0";"3.71";"18t, MBX1033";"COc1ccccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1";"IC50";"'='";"841.3";"nM";"6.08";"";"";"UO_0000065";"18.11";"0.33";"2.37";"7.87";"0";"CHEMBL3100544";"Non-competitive inhibition of Bacillus anthracis lethal factor using 12.5 uM MCA-KKVYPYPME[dnp]K amide as substrate after 30 mins by Eadie-Hofstee plot analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL552306";"";"None";"534.73";"2";"6.92";"105";"COc1ccc(-c2ccc(S(=O)(=O)NC3=C(c4nc5ccccc5s4)C4CCCCC4S3)cc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL3634975";"";"None";"451.52";"0";"1.90";"7c";"CC(=O)NCCc1ccc(CN([C@H](C)C(=O)NO)S(=O)(=O)c2ccc(F)c(C)c2)cc1";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"10.56";"0.21";"2.87";"4.12";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL4094836";"";"None";"2083.54";"None";"None";"3; RTD-1 L6D";"CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N3)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4008432";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs in presence of 0.1% BSA by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL562582";"";"None";"418.54";"1";"5.58";"20";"Cc1cc(S(=O)(=O)Nc2scc(C)c2-c2nc3ccccc3s2)ccc1F";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"11.40";"0.24";"-0.81";"8.08";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL3634980";"";"None";"423.47";"0";"2.18";"12";"CC(=O)Nc1cccc(CN([C@H](C)C(=O)NO)S(=O)(=O)c2ccc(F)c(C)c2)c1";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"12.56";"0.25";"3.14";"4.59";"0";"CHEMBL3637359";"Inhibition of Bacillus anthracis Lethal factor after 10 mins by mobility shift protease assay using 8 uM FITC as substrate";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3634955";"";"None";"290.32";"0";"0.65";"3a";"Cc1cc(S(=O)(=O)N(C)[C@H](C)C(=O)NO)ccc1F";"IC50";"'='";"37000.0";"nM";"4.43";"";"";"UO_0000065";"15.27";"0.32";"3.78";"5.11";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3098140";"";"None";"328.38";"0";"3.93";"18g";"Cc1cc(N)c2cc(NC(=O)c3cc4ccccc4cn3)ccc2n1";"IC50";"'='";"52000.0";"nM";"4.28";"";"";"UO_0000065";"13.05";"0.23";"0.35";"5.30";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3098995";"";"None";"404.47";"1";"5.59";"24a";"Cc1cc(N)c2cc(NC(=O)c3cccc(-c4ccc5ncccc5c4)c3)ccc2n1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"13.20";"0.24";"-0.25";"6.60";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3098990";"";"None";"335.41";"0";"3.71";"18t, MBX1033";"COc1ccccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"16.47";"0.30";"1.81";"7.15";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3098987";"";"None";"413.48";"0";"4.72";"18p";"Cc1cc(N)c2cc(NC(=O)COc3ccc(OCc4ccccc4)cc3)ccc2n1";"IC50";"'='";"33000.0";"nM";"4.48";"";"";"UO_0000065";"10.84";"0.20";"-0.24";"5.18";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3634962";"";"None";"509.60";"1";"3.29";"3j";"Cc1cc(S(=O)(=O)N(Cc2ccc(CCNC(=O)OC(C)(C)C)cc2)[C@H](C)C(=O)NO)ccc1F";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"11.14";"0.22";"2.39";"4.54";"0";"CHEMBL3637359";"Inhibition of Bacillus anthracis Lethal factor after 10 mins by mobility shift protease assay using 8 uM FITC as substrate";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3098996";"";"None";"404.47";"1";"5.59";"24b";"Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cnc5ccccc5c4)c3)ccc2n1";"IC50";"'='";"5700.0";"nM";"5.24";"";"";"UO_0000065";"12.97";"0.23";"-0.35";"6.48";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3634963";"";"None";"474.60";"0";"3.70";"3o";"Cc1cc(S(=O)(=O)N(CCCCCCCC(=O)OC(C)(C)C)[C@H](C)C(=O)NO)ccc1F";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"10.74";"0.22";"1.40";"4.51";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL201868";"";"None";"276.29";"0";"0.31";"3r";"Cc1cc(S(=O)(=O)N[C@H](C)C(=O)NO)ccc1F";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"20.98";"0.44";"5.49";"6.07";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3634957";"";"None";"384.40";"0";"2.36";"3d";"Cc1cc(S(=O)(=O)N(Cc2ccc(F)cc2)[C@H](C)C(=O)NO)ccc1F";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"12.90";"0.26";"2.60";"5.72";"0";"CHEMBL3637359";"Inhibition of Bacillus anthracis Lethal factor after 10 mins by mobility shift protease assay using 8 uM FITC as substrate";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3634964";"";"None";"318.37";"0";"1.43";"3q";"Cc1cc(S(=O)(=O)N(C(C)C)[C@H](C)C(=O)NO)ccc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3634966";"";"None";"431.92";"0";"1.68";"5a";"Cc1cc(S(=O)(=O)N(Cc2cccc(CN)c2)[C@H](C)C(=O)NO)ccc1F.Cl";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"12.64";"0.25";"3.32";"4.44";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL559849";"";"None";"443.58";"1";"5.09";"16";"CC(=O)Nc1ccc(S(=O)(=O)Nc2scc(C)c2-c2nc3ccccc3s2)cc1";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"10.94";"0.23";"-0.24";"5.51";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL558685";"";"None";"420.97";"1";"5.79";"55";"Cc1ccc(S(=O)(=O)Nc2sccc2-c2nc3ccccc3s2)cc1Cl";"IC50";"'='";"6600.0";"nM";"5.18";"";"";"UO_0000065";"12.31";"0.27";"-0.61";"8.77";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL2088997";"";"None";"404.92";"0";"2.57";"40";"CCCCCCO[C@H]1CCN(S(=O)(=O)c2ccc(Cl)cc2)[C@H]1C(=O)NO";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2092354";"Inhibition of Bacillus anthracis lethal factor using protease substrate-2 assessed as release of p-nitroaniline measured for 10 mins by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL2086233";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";""
"CHEMBL599111";"";"None";"425.52";"1";"3.73";"BI-90H10";"COc1ccc(CCNc2nnc(Sc3ncc([N+](=O)[O-])s3)s2)cc1OC";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1070207";"Inhibition of Bacillus anthracis anthrax lethal factor";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1159095";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";""
"CHEMBL599518";"";"None";"317.42";"0";"3.26";"BI-98A10";"CCC(C)Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1070207";"Inhibition of Bacillus anthracis anthrax lethal factor";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1159095";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";""
"CHEMBL383943";"";"None";"372.47";"0";"4.82";"3";"O=C(/C=C/c1ccco1)C(C(=O)/C=C/c1ccco1)=C1SCCCS1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"14.75";"0.30";"0.67";"9.09";"0";"CHEMBL871509";"Inhibition of Anthrax lethal factor activity by HPLC assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL378575";"";"None";"236.25";"0";"0.44";"5";"O=C1NC(=S)N/C1=C\c1ccc(O)cc1O";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"22.99";"0.46";"4.99";"6.66";"0";"CHEMBL871509";"Inhibition of Anthrax lethal factor activity by HPLC assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL213432";"";"None";"215.25";"0";"2.79";"59";"Cc1ccc(C)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"22.41";"0.41";"2.03";"11.42";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL379966";"";"None";"469.21";"0";"4.50";"45";"COc1ccc(/C=C2\C(=O)N(c3ccc(C(=O)O)cc3)N=C2C(F)(F)F)cc1Br";"IC50";"'='";"21300.0";"nM";"4.67";"";"";"UO_0000065";"9.96";"0.22";"0.17";"5.90";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL215448";"";"None";"510.98";"1";"4.37";"1";"O=C(O)c1cc(Cl)ccc1-c1ccc(/C=c2\sc3nc(=O)c4c5c(sc4n3c2=O)CCCC5)o1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"11.66";"0.24";"1.59";"5.85";"0";"CHEMBL871509";"Inhibition of Anthrax lethal factor activity by HPLC assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL215448";"";"None";"510.98";"1";"4.37";"1";"O=C(O)c1cc(Cl)ccc1-c1ccc(/C=c2\sc3nc(=O)c4c5c(sc4n3c2=O)CCCC5)o1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"11.93";"0.24";"1.73";"5.98";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL116847";"";"None";"275.31";"0";"3.64";"8a";"COc1ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1936265";"Inhibition of Bacillus anthracis lethal factor using MCA-KKVYPYPME[dnp]Kamide peptide substrate after 30 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1933027";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
